talent_entity_id,talent_name,talent_slug,talent_image_url,player_landing_page
8f2338d5-e63a-4f05-8405-8a7e0fe0be2d,Tommy Vietor,tommy-vietor,,https://www.siriusxm.com/player/talent/entity/8f2338d5-e63a-4f05-8405-8a7e0fe0be2d
ea5e73c1-6285-4e83-ad55-96b2a7dbeb2a,Tony Fly,tony-fly,,https://www.siriusxm.com/player/talent/entity/ea5e73c1-6285-4e83-ad55-96b2a7dbeb2a
9b77e4e6-b65e-47be-a537-3526fab35a37,Tony Fly & Symon,tony-fly-symon,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJlbnRpdHktbWFuYWdlbWVudC9mNy9mN2QwNGEzZmMxNjA4ZTM4NTI3NzQwN2E3MTBlNmVmYV8xNzAyMjAyMDI4NjMzLnBuZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/talent/entity/9b77e4e6-b65e-47be-a537-3526fab35a37
309fe630-ad4a-4312-a658-32627350b1e7,Tony Reali,tony-reali,,https://www.siriusxm.com/player/talent/entity/309fe630-ad4a-4312-a658-32627350b1e7
ba3e77ff-be5f-481c-bc7d-ccda37c9bfe4,Tony Yayo,tony-yayo,,https://www.siriusxm.com/player/talent/entity/ba3e77ff-be5f-481c-bc7d-ccda37c9bfe4
94eb52ea-f433-41da-8749-e55ce94f78de,Too $hort,too-hort,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJlbnRpdHktbWFuYWdlbWVudC84MS84MWZiYWUxMWUxNGQ1YTY3MzRlZTAzMzdlMmEyMDc4ZF8xNzAwNjIyMzE5NjU2LmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/talent/entity/94eb52ea-f433-41da-8749-e55ce94f78de
0a60285c-d0e1-426e-8b0e-7ee23a00672c,Torae,torae,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJlbnRpdHktbWFuYWdlbWVudC80Ni80NmNkMzc0MTljMmIxMDliNjNmZjU4OGMzYjY3OGFhOF8xNzEzNzk4MDExMzc2LmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/talent/entity/0a60285c-d0e1-426e-8b0e-7ee23a00672c
3f841cc9-2c1b-4524-a7de-a368d9103a1a,Torry Holt,torry-holt,,https://www.siriusxm.com/player/talent/entity/3f841cc9-2c1b-4524-a7de-a368d9103a1a
b37157de-81cd-436b-9630-515cd6c939ad,Trace Adkins,trace-adkins,,https://www.siriusxm.com/player/talent/entity/b37157de-81cd-436b-9630-515cd6c939ad
e2e2d3fb-31b8-4948-848a-2613dd9eb2c1,Train,train,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJlbnRpdHktbWFuYWdlbWVudC80NS80NWVhNDgwZjQzMDEwZjQwMmYxMWU3MmEyYmExYjM1OV8xNzIwNTUwNDIzNTg4LmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/talent/entity/e2e2d3fb-31b8-4948-848a-2613dd9eb2c1
